query_id,source,eccentricity,reached,distance_sum,group
790,726889,580,1957027,486084440,low
791,1098725,756,1957027,643325566,high
792,730366,580,1957027,495861471,low
793,591134,756,1957027,617087453,high
794,823042,580,1957027,621826850,low
795,1684598,755,1957027,764661890,high
796,1177126,580,1957027,557177632,low
797,1680304,755,1957027,771147563,high
798,1573682,580,1957027,487663916,low
799,1436564,755,1957027,647162491,high
