source,landmark_estimate,eccentricity,reached,distance_sum
471188,617,640,1957027,611233531
665662,577,640,1957027,508742394
759004,573,640,1957027,601938369
1002905,579,640,1957027,697169428
1934462,577,640,1957027,510863935
1961461,634,640,1957027,615323943
260568,574,641,1957027,605175370
468121,618,641,1957027,614723114
894633,634,641,1957027,651563181
550525,579,642,1957027,493285833
771793,575,642,1957027,587936993
1918522,579,642,1957027,499511194
1962777,636,642,1957027,619948994
285614,576,643,1957027,606712729
408904,609,643,1957027,592713661
464097,615,643,1957027,612257687
465614,576,643,1957027,585763429
468178,616,643,1957027,614674785
469219,589,643,1957027,590379350
759412,576,643,1957027,606195741
1814311,637,643,1957027,618779800
277257,577,644,1957027,609322782
645315,581,644,1957027,499414968
1926921,581,644,1957027,513171417
286639,578,645,1957027,615473026
548347,582,645,1957027,509827597
759608,578,645,1957027,603434874
102662,640,646,1957027,622788704
260574,579,646,1957027,614777019
539673,583,646,1957027,518915669
1962613,640,646,1957027,626805261
286373,580,647,1957027,613349724
464154,602,647,1957027,601607242
766125,580,647,1957027,616941095
1938549,584,647,1957027,512408272
270594,581,648,1957027,616590940
645858,585,648,1957027,504587378
1883008,599,648,1957027,597616528
1925707,585,648,1957027,513880173
255430,582,649,1957027,618095389
632882,586,649,1957027,506656623
1525489,586,649,1957027,520940462
1923801,586,649,1957027,509870521
286192,583,650,1957027,622277635
425459,598,650,1957027,530094509
575162,587,650,1957027,519428668
766561,583,650,1957027,611725397
995437,611,650,1957027,697109757
105797,645,651,1957027,624659276
276346,584,651,1957027,621382766
418634,599,651,1957027,551148274
433450,588,651,1957027,507597033
465372,584,651,1957027,592814629
575566,588,651,1957027,520435263
748679,584,651,1957027,616292307
1525528,588,651,1957027,529437715
1813756,645,651,1957027,633284654
271045,585,652,1957027,626925877
360114,642,652,1957027,593344101
412882,605,652,1957027,572521097
425013,592,652,1957027,533158002
465721,605,652,1957027,609104812
645745,589,652,1957027,511724939
1000988,644,652,1957027,694908796
1001315,642,652,1957027,694032105
1923711,589,652,1957027,519208505
269615,586,653,1957027,629750093
391298,636,653,1957027,588091694
391501,647,653,1957027,599262138
398551,611,653,1957027,603998050
427475,601,653,1957027,515735135
515823,590,653,1957027,503682524
662255,590,653,1957027,518846495
886735,647,653,1957027,635555955
1808913,647,653,1957027,633960727
1929813,590,653,1957027,506063442
264303,587,654,1957027,624354721
464519,609,654,1957027,615068838
549092,591,654,1957027,524474144
877764,574,654,1957027,750971653
993226,595,654,1957027,715887801
77595,649,655,1957027,637602731
150569,588,655,1957027,627675493
265146,588,655,1957027,625875089
330643,591,655,1957027,647699466
412720,617,655,1957027,581582447
435747,603,655,1957027,536293070
568045,592,655,1957027,526076718
939224,592,655,1957027,503039306
993302,594,655,1957027,715818483
150568,589,656,1957027,629377652
269925,589,656,1957027,633894858
401533,614,656,1957027,610837990
443244,606,656,1957027,548552117
572881,593,656,1957027,512233185
881873,582,656,1957027,731049379
961906,593,656,1957027,505145220
1958762,650,656,1957027,641033719
280760,590,657,1957027,630734306
342959,648,657,1957027,600511242
574539,594,657,1957027,534566991
880279,606,657,1957027,718395475
892840,654,657,1957027,665426660
352858,658,658,1957027,569224714
466069,594,658,1957027,604158348
631379,595,658,1957027,515622089
992674,616,658,1957027,710805722
574648,596,659,1957027,526490006
946334,596,659,1957027,506482716
77632,654,660,1957027,645236738
257873,593,660,1957027,632547140
401592,618,660,1957027,617723501
427708,608,660,1957027,540022996
432985,597,660,1957027,513563123
567661,597,660,1957027,535893826
876817,645,660,1957027,708243607
265264,594,661,1957027,635722278
542589,598,661,1957027,541215193
666530,598,661,1957027,522197428
1937682,598,661,1957027,526298293
149422,595,662,1957027,642271731
280971,595,662,1957027,637502759
387081,649,662,1957027,611681954
436425,620,662,1957027,571678279
510070,599,662,1957027,521826345
647750,599,662,1957027,523308433
879980,640,662,1957027,719254264
1958557,656,662,1957027,651828816
149781,596,663,1957027,643494023
277903,596,663,1957027,638588869
345179,634,663,1957027,595332093
373200,619,663,1957027,609383019
388847,623,663,1957027,575015046
430002,604,663,1957027,530877366
463206,610,663,1957027,623129063
571111,600,663,1957027,525232493
902171,600,663,1957027,508754783
1962005,657,663,1957027,651334494
252755,652,664,1957027,648077662
258111,597,664,1957027,635968130
443352,612,664,1957027,554058678
529376,601,664,1957027,517980369
665080,601,664,1957027,527725017
883132,649,664,1957027,713951749
1921780,601,664,1957027,528446147
76399,659,665,1957027,647460101
100545,647,665,1957027,652256931
576043,602,665,1957027,549837779
877175,591,665,1957027,754207336
881052,597,665,1957027,736114433
945446,602,665,1957027,520886385
322317,602,666,1957027,615153277
348438,657,666,1957027,603073954
381721,624,666,1957027,621769288
388062,627,666,1957027,581645286
399774,660,666,1957027,583901062
432262,607,666,1957027,514076807
437236,625,666,1957027,579389609
471556,608,666,1957027,626338831
563454,603,666,1957027,547295756
890113,659,666,1957027,694211149
897118,603,666,1957027,516982584
1938323,603,666,1957027,517731743
152520,600,667,1957027,649854795
252326,655,667,1957027,653932810
281184,600,667,1957027,645895277
343201,656,667,1957027,617146720
461821,600,667,1957027,618257508
511416,604,667,1957027,530703056
662944,604,667,1957027,529526695
435004,628,668,1957027,588009577
629920,605,668,1957027,517144588
943126,605,668,1957027,528821992
77129,663,669,1957027,659020699
352774,667,669,1957027,595022471
459626,613,669,1957027,630707033
555054,606,669,1957027,548836568
1697839,594,669,1957027,766180866
1941422,606,669,1957027,515309280
1958407,663,669,1957027,660906377
277725,603,670,1957027,651288828
335240,606,670,1957027,624668360
385889,641,670,1957027,614353910
460567,614,670,1957027,634470459
508962,607,670,1957027,535349615
648832,607,670,1957027,535028790
958484,607,670,1957027,525201517
346190,646,671,1957027,573705691
629387,608,671,1957027,528993977
940297,608,671,1957027,530822829
74157,666,672,1957027,664275524
383331,630,672,1957027,607197765
392080,654,672,1957027,611544468
394661,612,672,1957027,513116300
568536,609,672,1957027,555170857
909754,609,672,1957027,524075912
1959179,666,672,1957027,664787887
349516,653,673,1957027,567026355
403820,610,673,1957027,530357889
564884,610,673,1957027,562046451
887201,667,673,1957027,668883981
898689,610,673,1957027,529841442
1837380,606,673,1957027,648737495
250153,662,674,1957027,664957914
279543,607,674,1957027,656956798
397174,673,674,1957027,599000315
401487,613,674,1957027,526398829
401570,632,674,1957027,617761187
554772,611,674,1957027,560163292
878264,664,674,1957027,729925631
879545,643,674,1957027,738747621
889576,674,674,1957027,683855678
250698,669,675,1957027,671147892
358769,675,675,1957027,584860177
398764,633,675,1957027,618145600
541498,612,675,1957027,563018066
960195,612,675,1957027,534130060
153744,609,676,1957027,669024622
248101,670,676,1957027,660357233
390721,629,676,1957027,571303111
392821,663,676,1957027,611518493
402892,661,676,1957027,621693841
403186,615,676,1957027,524135372
459107,634,676,1957027,649132197
555786,613,676,1957027,557970248
897951,613,676,1957027,534253265
962121,613,676,1957027,537830057
247718,671,677,1957027,662015378
373957,635,677,1957027,623004124
392205,643,677,1957027,588586772
558271,614,677,1957027,559062881
897041,614,677,1957027,536650495
958289,614,677,1957027,542326801
252215,665,678,1957027,673721288
347859,677,678,1957027,604327010
403028,672,678,1957027,609592464
426162,621,678,1957027,558377234
459747,611,678,1957027,633220087
567050,615,678,1957027,566490697
877024,611,678,1957027,750988493
879726,636,678,1957027,744149711
898167,615,678,1957027,538849582
958538,615,678,1957027,536804384
634171,616,679,1957027,523580593
756624,612,679,1957027,643188561
904242,616,679,1957027,537416029
1697420,619,679,1957027,751141527
75732,674,680,1957027,676886418
350763,680,680,1957027,597658788
390185,640,680,1957027,582228080
634794,617,680,1957027,535438734
894126,673,680,1957027,717952786
902131,617,680,1957027,541697621
960291,617,680,1957027,539505488
73014,675,681,1957027,677633357
372877,625,681,1957027,626946071
574221,618,681,1957027,565284686
896981,618,681,1957027,545575599
951104,618,681,1957027,545441664
319027,626,682,1957027,622786555
336371,638,682,1957027,542366534
353247,676,682,1957027,604441641
458872,624,682,1957027,645843786
553825,619,682,1957027,573066070
689054,619,682,1957027,528433046
886089,675,682,1957027,715879018
931708,619,682,1957027,538164555
1965111,675,682,1957027,711829857
249289,661,683,1957027,673926283
390099,645,683,1957027,589807101
523099,620,683,1957027,536210470
664355,620,683,1957027,555974156
918281,620,683,1957027,542523811
152069,617,684,1957027,678893085
250774,678,684,1957027,675337598
312998,620,684,1957027,632901931
521109,621,684,1957027,543910795
650726,621,684,1957027,557060729
913944,621,684,1957027,540528752
960520,621,684,1957027,551144348
76028,679,685,1957027,684589331
351968,683,685,1957027,600027205
396593,639,685,1957027,543187130
514082,622,685,1957027,545585221
649486,622,685,1957027,548018628
911242,622,685,1957027,545941981
954172,622,685,1957027,550654311
1960409,679,685,1957027,684625891
354688,644,686,1957027,554482689
375024,637,686,1957027,635532302
457798,619,686,1957027,647508232
505085,623,686,1957027,558472052
637771,623,686,1957027,534524723
901787,623,686,1957027,548424876
950675,623,686,1957027,554217013
1696441,611,686,1957027,793269086
1832320,680,686,1957027,674432198
243464,681,687,1957027,680293667
364260,679,687,1957027,614898068
633946,624,687,1957027,527585742
885114,682,687,1957027,691385676
896569,624,687,1957027,551686311
941536,624,687,1957027,556691326
69689,682,688,1957027,683271535
280125,621,688,1957027,676826996
337614,650,688,1957027,559106102
554504,625,688,1957027,574182335
691697,625,688,1957027,536365463
931115,625,688,1957027,551521833
1421740,625,688,1957027,541031759
1960088,682,688,1957027,692218397
263289,622,689,1957027,677802350
523789,626,689,1957027,545723647
667134,626,689,1957027,546811322
918270,626,689,1957027,553171052
962703,626,689,1957027,555925964
351307,664,690,1957027,579364753
504354,627,690,1957027,570236898
637278,627,690,1957027,549965536
901134,627,690,1957027,555453273
942703,627,690,1957027,562553653
80795,685,691,1957027,694517943
554553,628,691,1957027,576124239
688278,628,691,1957027,540421650
696857,631,691,1957027,527244714
888099,690,691,1957027,707611853
926371,628,691,1957027,557007237
1422170,628,691,1957027,548694406
58182,686,692,1957027,692476506
522686,629,692,1957027,550604027
663546,629,692,1957027,546746541
915376,629,692,1957027,551189255
954863,629,692,1957027,560883003
504560,630,693,1957027,572243210
640335,630,693,1957027,541746766
687868,632,693,1957027,538250874
902397,630,693,1957027,553345460
937865,630,693,1957027,563616751
67694,688,694,1957027,695352927
246479,672,694,1957027,690642422
338724,684,694,1957027,597423674
401314,690,694,1957027,620460435
458557,631,694,1957027,657894510
559376,631,694,1957027,576321586
693547,641,694,1957027,542116095
926740,631,694,1957027,562826043
81581,689,695,1957027,700757328
244205,673,695,1957027,692892401
538186,632,695,1957027,579175210
924606,632,695,1957027,566252881
1695760,635,695,1957027,774362229
62502,690,696,1957027,695225747
69021,696,696,1957027,715242524
279352,629,696,1957027,690040791
322769,632,696,1957027,654320931
338561,687,696,1957027,598426140
341345,695,696,1957027,582014392
538229,633,696,1957027,586483978
691576,633,696,1957027,537269092
925010,633,696,1957027,558987426
1831806,690,696,1957027,701607337
1965013,696,696,1957027,718196078
81002,691,697,1957027,698830319
318453,633,697,1957027,633882742
562174,634,697,1957027,575092073
694301,651,697,1957027,548769739
938660,634,697,1957027,570690134
1836457,630,697,1957027,684572826
56439,692,698,1957027,692340897
365505,692,698,1957027,620813116
504503,635,698,1957027,581849585
655344,635,698,1957027,566846076
914275,635,698,1957027,561736355
974667,635,698,1957027,559454422
1832686,692,698,1957027,691846027
248850,643,699,1957027,668871246
556288,636,699,1957027,583638815
674327,665,699,1957027,563227020
937632,636,699,1957027,571155433
1354347,636,699,1957027,563391648
1815061,693,699,1957027,695688393
66932,694,700,1957027,703001884
359346,700,700,1957027,589455874
374676,651,700,1957027,648687376
516278,637,700,1957027,558064884
672691,637,700,1957027,551282408
919001,637,700,1957027,573648484
1831673,688,700,1957027,706955480
377101,659,701,1957027,655120539
641134,638,701,1957027,554472370
904627,638,701,1957027,573188225
962829,638,701,1957027,575914026
339572,668,702,1957027,580829674
561520,639,702,1957027,586205998
900120,639,702,1957027,567655710
954725,639,702,1957027,580116634
1032714,694,702,1957027,752630339
1432107,639,702,1957027,569373929
1964577,697,702,1957027,715342412
1964768,702,702,1957027,725378712
268707,636,703,1957027,703039144
363721,674,703,1957027,630669359
552161,640,703,1957027,580702115
948507,640,703,1957027,578103382
1424919,640,703,1957027,565504239
246426,660,704,1957027,685553110
522828,641,704,1957027,572189490
934814,641,704,1957027,579093364
1359393,641,704,1957027,570587008
64522,699,705,1957027,710826404
68231,705,705,1957027,719588165
395360,666,705,1957027,578339885
502815,642,705,1957027,577229296
655146,642,705,1957027,567227814
693894,657,705,1957027,561806605
911964,642,705,1957027,572591867
1300177,693,705,1957027,626593149
1461541,642,705,1957027,574128508
1706920,638,705,1957027,711603358
1825404,699,705,1957027,711294630
285160,639,706,1957027,708909617
551602,643,706,1957027,591125026
947241,643,706,1957027,583736382
1359520,643,706,1957027,574500864
500644,644,707,1957027,587667984
652144,644,707,1957027,560748279
911898,644,707,1957027,583764267
1306827,658,707,1957027,652679007
1435485,644,707,1957027,579052024
528640,645,708,1957027,577820339
694319,676,708,1957027,572933196
947452,645,708,1957027,588604568
1299104,666,708,1957027,632604014
1359308,645,708,1957027,578609868
1838989,641,708,1957027,712735594
502951,646,709,1957027,578575479
655082,646,709,1957027,565006746
694981,686,709,1957027,572968170
699761,688,709,1957027,580689684
909175,646,709,1957027,568264492
991861,646,709,1957027,567077629
1432230,646,709,1957027,583200278
1825896,703,709,1957027,710113364
363160,686,710,1957027,637224294
552019,647,710,1957027,594251071
959845,647,710,1957027,585822286
1378563,647,710,1957027,581598630
1838788,643,710,1957027,697874384
363758,682,711,1957027,640235630
503706,648,711,1957027,578437572
656251,648,711,1957027,570418557
918646,648,711,1957027,562600727
1427317,648,711,1957027,580089612
1822222,695,711,1957027,716756245
58621,706,712,1957027,720320485
64352,710,712,1957027,740681769
368648,704,712,1957027,640973718
478963,638,712,1957027,829891662
531541,649,712,1957027,576447573
678778,687,712,1957027,578656556
958776,649,712,1957027,587453027
1027476,684,712,1957027,791096887
1359001,649,712,1957027,586572040
56614,707,713,1957027,717273828
499521,650,713,1957027,590990673
651439,650,713,1957027,562661758
911670,650,713,1957027,585317372
983759,650,713,1957027,575268761
1307422,651,713,1957027,643830754
1425353,650,713,1957027,583825291
59290,708,714,1957027,726042980
520318,651,714,1957027,578261714
679339,668,714,1957027,564915349
679793,693,714,1957027,590419720
687797,653,714,1957027,550353299
697246,658,714,1957027,561378003
947614,651,714,1957027,596867295
1454878,651,714,1957027,590792365
60021,709,715,1957027,722512367
495435,652,715,1957027,554201359
643640,652,715,1957027,560413659
682291,656,715,1957027,541008951
685091,695,715,1957027,582209623
911784,652,715,1957027,586644780
983699,652,715,1957027,578584079
1027408,680,715,1957027,793148727
1028457,676,715,1957027,791311986
1038376,715,715,1957027,743724510
1039425,673,715,1957027,794875671
1404606,652,715,1957027,592144399
1831326,667,715,1957027,699618300
64498,716,716,1957027,736601260
378765,701,716,1957027,600185222
517807,653,716,1957027,572394582
937109,653,716,1957027,592627122
1433913,653,716,1957027,594684180
1706984,649,716,1957027,729348734
367239,711,717,1957027,650778712
557038,654,717,1957027,602371404
679252,677,717,1957027,566392434
976094,654,717,1957027,578038746
1249502,653,717,1957027,647254257
1359737,654,717,1957027,595830865
1460618,654,717,1957027,588651327
371854,718,718,1957027,625967523
495481,655,718,1957027,557206762
657446,655,718,1957027,568283463
919045,655,718,1957027,593509065
988581,655,718,1957027,585028139
1309548,718,718,1957027,629983400
1401791,655,718,1957027,595854908
367223,712,719,1957027,654395070
516453,656,719,1957027,566324721
679164,684,719,1957027,577233283
927412,656,719,1957027,585994817
1038036,716,719,1957027,758777170
1125815,656,719,1957027,591216080
1426970,656,719,1957027,601708215
1840094,652,719,1957027,726662141
525549,657,720,1957027,575331169
933779,657,720,1957027,601522691
1132636,657,720,1957027,591563144
1221054,691,720,1957027,644594186
1427741,657,720,1957027,603159831
1824775,684,720,1957027,715715059
80306,715,721,1957027,738237440
367159,713,721,1957027,658193878
528045,658,721,1957027,588454755
946837,658,721,1957027,599294411
1430246,658,721,1957027,605353498
366678,714,722,1957027,658667703
561745,659,722,1957027,601835263
977759,659,722,1957027,597959531
1027254,700,722,1957027,793813683
1029326,648,722,1957027,819593613
1037318,714,722,1957027,787062067
1313049,722,722,1957027,625528283
1356996,659,722,1957027,602296291
1451510,659,722,1957027,605548282
1832460,655,722,1957027,696483601
366329,717,723,1957027,658775166
652280,660,723,1957027,563039971
906712,660,723,1957027,595145679
983833,660,723,1957027,578645406
1025393,713,723,1957027,793670217
1360634,660,723,1957027,603045725
1455055,660,723,1957027,603545410
653635,661,724,1957027,559341004
683134,680,724,1957027,563477610
907963,661,724,1957027,592880955
984724,661,724,1957027,586103651
1034111,687,724,1957027,804776229
1360635,661,724,1957027,604646059
1458920,661,724,1957027,602092862
656589,662,725,1957027,579197051
908372,662,725,1957027,596362517
984574,662,725,1957027,585136348
1356828,662,725,1957027,608119468
1446089,662,725,1957027,603319624
627746,663,726,1957027,566655021
903623,663,726,1957027,593488184
980087,663,726,1957027,590017717
1037956,723,726,1957027,768297542
1139790,663,726,1957027,599950304
1310309,726,726,1957027,638351499
1423767,663,726,1957027,603627851
562340,664,727,1957027,595525531
972456,664,727,1957027,603530537
1025808,720,727,1957027,770759154
1091321,664,727,1957027,593456890
1379696,664,727,1957027,614609922
58820,722,728,1957027,745936846
524470,665,728,1957027,582497918
700249,679,728,1957027,564979135
929351,665,728,1957027,601582697
1038969,706,728,1957027,806178788
1359100,665,728,1957027,617065612
1433410,665,728,1957027,614059690
620865,666,729,1957027,575585319
687153,683,729,1957027,568196087
907850,666,729,1957027,600358532
987229,666,729,1957027,579728089
1346087,729,729,1957027,631869858
1423506,666,729,1957027,609889412
581437,667,730,1957027,594870436
982941,667,730,1957027,601369370
1039212,702,730,1957027,816082865
1139425,667,730,1957027,606685483
1222102,680,730,1957027,664486029
1396512,667,730,1957027,616344991
557296,668,731,1957027,615013026
978302,668,731,1957027,599019554
1102951,668,731,1957027,604930357
1380326,668,731,1957027,620671125
1673671,697,731,1957027,733887103
1723274,664,731,1957027,747528903
1820732,719,731,1957027,751838982
56055,729,732,1957027,751895277
527394,669,732,1957027,591876698
657914,669,732,1957027,607284182
971530,669,732,1957027,613693404
1092339,669,732,1957027,600076308
1302157,723,732,1957027,659414816
1379572,669,732,1957027,623790864
516689,670,733,1957027,585609829
653778,670,733,1957027,576743888
970488,670,733,1957027,585028559
1025121,726,733,1957027,784946307
1026360,665,733,1957027,839545436
1090885,670,733,1957027,601995674
1220442,700,733,1957027,668532209
1313967,733,733,1957027,646530390
1380364,670,733,1957027,624567458
653421,671,734,1957027,577569486
969750,671,734,1957027,608676027
1090851,671,734,1957027,603244874
1380367,671,734,1957027,626517648
1691641,710,734,1957027,750149741
588554,676,735,1957027,574054361
621287,672,735,1957027,584305646
964952,672,735,1957027,605265851
1090266,672,735,1957027,603978155
1380882,672,735,1957027,627891715
1723765,668,735,1957027,749140930
489095,662,736,1957027,860866559
598179,675,736,1957027,566298742
601681,673,736,1957027,576191811
1039340,735,736,1957027,763838823
1220498,694,736,1957027,666567643
1302778,730,736,1957027,655084050
1370110,673,736,1957027,625268866
1672533,716,736,1957027,756714267
1672613,728,736,1957027,761720823
1707336,669,736,1957027,762931734
600109,674,737,1957027,579905026
1034298,689,737,1957027,826931473
1089966,674,737,1957027,608630108
1369931,674,737,1957027,627962307
1719159,670,737,1957027,762773655
1820115,701,737,1957027,743821180
60863,732,738,1957027,759422712
1087873,675,738,1957027,616103455
1315186,727,738,1957027,626865675
1367623,675,738,1957027,631681166
1437604,675,738,1957027,630044477
1708315,671,738,1957027,764332731
588669,680,739,1957027,581739165
668288,699,739,1957027,591721217
694595,703,739,1957027,597174021
1315873,739,739,1957027,636883835
1336640,686,739,1957027,566114437
1363511,676,739,1957027,634077961
1434051,676,739,1957027,631194659
1671630,715,739,1957027,758759532
1708231,672,739,1957027,766651169
579859,677,740,1957027,621490407
985042,677,740,1957027,614814332
1297452,677,740,1957027,586131370
1410010,677,740,1957027,634220382
1705175,673,740,1957027,774849989
527725,678,741,1957027,614033131
624023,678,741,1957027,590618539
965754,678,741,1957027,621820985
1134808,678,741,1957027,626382181
1339089,688,741,1957027,577627667
1391719,678,741,1957027,636447815
1687415,734,741,1957027,770840163
1689745,674,741,1957027,733150691
599740,679,742,1957027,583898119
1094260,679,742,1957027,622184012
1367990,679,742,1957027,638375250
1446682,679,742,1957027,629508916
589027,684,743,1957027,583849799
601554,682,743,1957027,582791465
1346772,690,743,1957027,582532382
1407633,680,743,1957027,636071403
1681059,713,743,1957027,759848285
1850166,676,743,1957027,759600399
528075,681,744,1957027,624764013
603980,690,744,1957027,580578471
621591,681,744,1957027,598015817
627385,691,744,1957027,581762569
963752,681,744,1957027,612494459
1023468,737,744,1957027,807565137
1129772,681,744,1957027,613953675
1382762,681,744,1957027,642291077
1842823,677,744,1957027,761360968
487392,688,745,1957027,861156781
488972,671,745,1957027,876773194
1100494,682,745,1957027,617067520
1351972,745,745,1957027,646520455
1366061,682,745,1957027,637921001
1446776,682,745,1957027,632316582
1719460,678,745,1957027,771912239
1833138,739,745,1957027,768843006
596522,683,746,1957027,594622132
1090104,683,746,1957027,618106208
1296693,683,746,1957027,597320248
1434484,683,746,1957027,627331352
1680972,720,746,1957027,769145390
1144838,684,747,1957027,631818791
1391625,684,747,1957027,647217707
579657,685,748,1957027,615557483
623114,685,748,1957027,621263279
964155,685,748,1957027,599569416
1129325,685,748,1957027,622986040
1343378,695,748,1957027,580969000
1369425,685,748,1957027,644438926
1452427,685,748,1957027,642891565
1705193,681,748,1957027,787256829
601987,686,749,1957027,596202800
605750,688,749,1957027,592882704
1098463,686,749,1957027,634556720
1412113,686,749,1957027,647483380
586367,691,750,1957027,602674907
591220,687,750,1957027,613833722
605723,692,750,1957027,589207196
617751,697,750,1957027,590966275
1145245,687,750,1957027,637452007
1384730,687,750,1957027,656121154
1846614,683,750,1957027,760341987
1104157,688,751,1957027,603353448
1213202,720,751,1957027,686439784
1318277,743,751,1957027,644465286
1322365,751,751,1957027,651565771
1409450,688,751,1957027,658058327
586980,689,752,1957027,613100500
627424,689,752,1957027,620521971
1145234,689,752,1957027,639953956
1327126,699,752,1957027,597149109
1381579,689,752,1957027,659587099
1113807,690,753,1957027,616795406
1411414,690,753,1957027,657234541
1846470,686,753,1957027,764731795
604670,700,754,1957027,599624918
1087615,691,754,1957027,635917969
1207227,714,754,1957027,682631932
1322359,754,754,1957027,651547005
1383030,691,754,1957027,663544497
1670599,706,754,1957027,760416845
1675834,708,754,1957027,761106325
1691895,747,754,1957027,794506683
1724200,687,754,1957027,787317109
968252,692,755,1957027,622420742
1134450,692,755,1957027,644110939
1203342,713,755,1957027,701856380
1214177,726,755,1957027,670506360
1366798,692,755,1957027,653772040
1436564,692,755,1957027,647162491
1680304,717,755,1957027,771147563
1684598,709,755,1957027,764661890
591134,693,756,1957027,617087453
1098725,693,756,1957027,643325566
1252419,727,756,1957027,674622895
1327830,703,756,1957027,599512217
1394666,693,756,1957027,660960411
1661810,749,756,1957027,796915005
1705170,689,756,1957027,789882654
314944,693,757,1957027,723461011
585430,696,757,1957027,615239604
609980,694,757,1957027,620190478
1205396,715,757,1957027,706262519
1331155,736,757,1957027,634117888
1373501,694,757,1957027,660514866
1440638,694,757,1957027,647366841
586248,699,758,1957027,616514625
593514,695,758,1957027,619979444
1107183,695,758,1957027,602352525
1206233,716,758,1957027,699954476
1280347,705,758,1957027,601642659
1320689,756,758,1957027,652376263
1405106,695,758,1957027,670931233
1691896,751,758,1957027,801698182
1705333,691,758,1957027,805156113
623931,696,759,1957027,621110181
1094108,696,759,1957027,626815249
1289105,696,759,1957027,614184011
1392005,696,759,1957027,666512257
1667109,752,759,1957027,800169918
492510,743,760,1957027,858194941
493903,694,760,1957027,878350354
1087586,697,760,1957027,641354581
1285792,697,760,1957027,614704070
1350887,748,760,1957027,657822147
1391089,697,760,1957027,668883112
493017,721,761,1957027,871040193
620299,698,761,1957027,620509386
1095563,698,761,1957027,643129299
1214123,733,761,1957027,679961352
1280165,708,761,1957027,608885257
1290159,698,761,1957027,617562062
1398535,698,761,1957027,664077062
1846516,694,761,1957027,769663334
606931,705,762,1957027,610218026
1107665,699,762,1957027,603446672
1280746,709,762,1957027,608488950
1409096,699,762,1957027,662120169
607031,702,763,1957027,617244827
1288115,710,763,1957027,606944190
1373545,700,763,1957027,672512210
1449641,700,763,1957027,656753896
1662064,739,763,1957027,801044895
1708818,696,763,1957027,813284569
476705,761,764,1957027,824005876
484384,697,764,1957027,886037837
484415,698,764,1957027,883872192
585538,703,764,1957027,627644882
620102,701,764,1957027,623611681
1101922,701,764,1957027,634492758
1213284,735,764,1957027,694162062
1290145,701,764,1957027,622551243
1290456,711,764,1957027,605927994
1320765,755,764,1957027,659449291
1401145,701,764,1957027,670432181
1686097,741,764,1957027,801477569
589466,706,765,1957027,621735862
608778,708,765,1957027,615865046
626947,712,765,1957027,615405648
1259316,702,765,1957027,628649845
1330397,742,765,1957027,652047379
1376699,702,765,1957027,666709432
1679000,742,765,1957027,805284192
1720100,698,765,1957027,798904785
315326,702,766,1957027,725599509
1142092,703,766,1957027,624982146
1261594,707,766,1957027,602070690
1291260,713,766,1957027,606806823
1347632,746,766,1957027,656849807
1439534,703,766,1957027,671351535
476268,764,767,1957027,834693118
616578,704,767,1957027,623346141
1105377,704,767,1957027,610202480
1206474,725,767,1957027,712758128
1289626,704,767,1957027,625889410
1293236,714,767,1957027,608921741
1394289,704,767,1957027,679616329
1676699,731,767,1957027,794531920
1844250,700,767,1957027,791712105
1092625,705,768,1957027,637495179
1291150,715,768,1957027,608223563
1304599,768,768,1957027,687447054
1322451,767,768,1957027,672076606
1376848,705,768,1957027,672361261
1666505,762,768,1957027,809507004
1678179,736,768,1957027,801488610
1211850,724,769,1957027,734524856
1277544,706,769,1957027,631779704
1292716,716,769,1957027,608447192
1326643,719,769,1957027,627799981
1331138,728,769,1957027,632955496
1374860,706,769,1957027,678731563
1661424,702,769,1957027,773295367
589677,707,770,1957027,633189765
1087471,707,770,1957027,655321050
1255795,717,770,1957027,611059080
1296483,717,770,1957027,617445107
1335063,738,770,1957027,639961460
1340383,721,770,1957027,617220604
1374891,707,770,1957027,680906507
1097731,708,771,1957027,653027725
1215278,765,771,1957027,688010857
1261204,718,771,1957027,616378644
1290612,712,771,1957027,610129392
1374982,708,771,1957027,685010394
1666850,765,771,1957027,811720965
1686278,711,771,1957027,778274044
1712906,704,771,1957027,823048250
609313,709,772,1957027,630404060
612636,719,772,1957027,626378398
1101899,709,772,1957027,648699723
1281064,719,772,1957027,624049807
1332079,731,772,1957027,635489520
1351621,732,772,1957027,640302997
1377095,709,772,1957027,684422634
1676997,743,772,1957027,812436415
1681779,705,772,1957027,784004326
475306,768,773,1957027,850267663
614690,710,773,1957027,634021961
1108970,710,773,1957027,627071018
1386543,710,773,1957027,694703742
619885,711,774,1957027,628288006
1130157,711,774,1957027,629946301
1204315,730,774,1957027,744632049
1268548,721,774,1957027,619589943
1386520,711,774,1957027,696882426
1674597,707,774,1957027,792026608
490348,767,775,1957027,875071895
1138263,712,775,1957027,634019279
1377045,712,775,1957027,686191023
1691366,724,775,1957027,791729698
1257189,723,776,1957027,628449547
1377108,713,776,1957027,688148048
1292749,724,777,1957027,625160443
1333798,757,777,1957027,671206746
1337642,766,777,1957027,671221092
1377112,714,777,1957027,689169613
1685184,729,777,1957027,798186842
619344,725,778,1957027,631723650
1206741,737,778,1957027,723857697
1232090,770,778,1957027,708487783
1292045,725,778,1957027,626556374
1350394,778,778,1957027,683516116
1375284,715,778,1957027,696232139
1375121,716,779,1957027,697903226
1682142,712,779,1957027,791752259
1053900,717,780,1957027,662605076
1341437,734,780,1957027,636198371
